# cmb_I cmb_Q cmb_U pow_I pow_Q pow_U genmbb_I genmbb_Q genmbb_U sync_beta gdust_beta gdust_dbeta gdust_Td1 gdust_Td2 gdust_fI gdust_fQ
5.476860e+01 4.633320e-01 5.281898e-01 2.628882e+01 1.109604e+01 8.813715e+00 4.259302e+02 8.942353e+01 7.108439e+01 -2.882005e+00 1.619514e+00 9.342723e-02 1.317600e+01 2.707005e+01 7.098607e-01 1.018808e+00
5.476860e+01 4.633320e-01 5.281898e-01 2.628882e+01 1.109604e+01 8.813715e+00 4.259302e+02 8.942353e+01 7.108439e+01 -2.882005e+00 1.619514e+00 9.342723e-02 1.317600e+01 2.707005e+01 7.098607e-01 1.018808e+00
5.321891e+01 4.669330e-01 5.249869e-01 2.709155e+01 1.159345e+01 9.145550e+00 4.278501e+02 8.930004e+01 7.094178e+01 -2.895365e+00 1.597730e+00 8.710907e-02 1.369189e+01 2.667869e+01 6.905048e-01 1.041155e+00
5.321891e+01 4.669330e-01 5.249869e-01 2.709155e+01 1.159345e+01 9.145550e+00 4.278501e+02 8.930004e+01 7.094178e+01 -2.895365e+00 1.597730e+00 8.710907e-02 1.369189e+01 2.667869e+01 6.905048e-01 1.041155e+00
4.949612e+01 4.243259e-01 5.458003e-01 2.161449e+01 1.086045e+01 9.511072e+00 4.017113e+02 8.541881e+01 7.011307e+01 -2.837163e+00 1.626197e+00 7.901462e-02 1.247105e+01 2.669113e+01 7.225610e-01 9.976776e-01
4.949612e+01 4.243259e-01 5.458003e-01 2.161449e+01 1.086045e+01 9.511072e+00 4.017113e+02 8.541881e+01 7.011307e+01 -2.837163e+00 1.626197e+00 7.901462e-02 1.247105e+01 2.669113e+01 7.225610e-01 9.976776e-01
5.031896e+01 3.905778e-01 5.549661e-01 2.001307e+01 1.002872e+01 9.517433e+00 4.005597e+02 8.629811e+01 6.723311e+01 -2.832541e+00 1.665778e+00 8.235591e-02 1.186205e+01 2.681739e+01 7.227621e-01 9.628557e-01
5.031896e+01 3.905778e-01 5.549661e-01 2.001307e+01 1.002872e+01 9.517433e+00 4.005597e+02 8.629811e+01 6.723311e+01 -2.832541e+00 1.665778e+00 8.235591e-02 1.186205e+01 2.681739e+01 7.227621e-01 9.628557e-01
5.031896e+01 3.905778e-01 5.549661e-01 2.001307e+01 1.002872e+01 9.517433e+00 4.005597e+02 8.629811e+01 6.723311e+01 -2.832541e+00 1.665778e+00 8.235591e-02 1.186205e+01 2.681739e+01 7.227621e-01 9.628557e-01
5.031896e+01 3.905778e-01 5.549661e-01 2.001307e+01 1.002872e+01 9.517433e+00 4.005597e+02 8.629811e+01 6.723311e+01 -2.832541e+00 1.665778e+00 8.235591e-02 1.186205e+01 2.681739e+01 7.227621e-01 9.628557e-01
5.031896e+01 3.905778e-01 5.549661e-01 2.001307e+01 1.002872e+01 9.517433e+00 4.005597e+02 8.629811e+01 6.723311e+01 -2.832541e+00 1.665778e+00 8.235591e-02 1.186205e+01 2.681739e+01 7.227621e-01 9.628557e-01
5.096124e+01 3.819602e-01 5.606129e-01 1.814245e+01 9.671479e+00 9.437951e+00 3.904078e+02 8.494123e+01 6.744333e+01 -2.827019e+00 1.681581e+00 8.538364e-02 1.127991e+01 2.672255e+01 7.446500e-01 9.338995e-01
5.096124e+01 3.819602e-01 5.606129e-01 1.814245e+01 9.671479e+00 9.437951e+00 3.904078e+02 8.494123e+01 6.744333e+01 -2.827019e+00 1.681581e+00 8.538364e-02 1.127991e+01 2.672255e+01 7.446500e-01 9.338995e-01
5.096124e+01 3.819602e-01 5.606129e-01 1.814245e+01 9.671479e+00 9.437951e+00 3.904078e+02 8.494123e+01 6.744333e+01 -2.827019e+00 1.681581e+00 8.538364e-02 1.127991e+01 2.672255e+01 7.446500e-01 9.338995e-01
5.134350e+01 3.627484e-01 5.651715e-01 1.752223e+01 9.226880e+00 9.457743e+00 3.917177e+02 8.575708e+01 6.561533e+01 -2.825254e+00 1.702978e+00 8.685220e-02 1.101828e+01 2.681977e+01 7.404109e-01 9.180767e-01
5.134350e+01 3.627484e-01 5.651715e-01 1.752223e+01 9.226880e+00 9.457743e+00 3.917177e+02 8.575708e+01 6.561533e+01 -2.825254e+00 1.702978e+00 8.685220e-02 1.101828e+01 2.681977e+01 7.404109e-01 9.180767e-01
5.134350e+01 3.627484e-01 5.651715e-01 1.752223e+01 9.226880e+00 9.457743e+00 3.917177e+02 8.575708e+01 6.561533e+01 -2.825254e+00 1.702978e+00 8.685220e-02 1.101828e+01 2.681977e+01 7.404109e-01 9.180767e-01
5.134350e+01 3.627484e-01 5.651715e-01 1.752223e+01 9.226880e+00 9.457743e+00 3.917177e+02 8.575708e+01 6.561533e+01 -2.825254e+00 1.702978e+00 8.685220e-02 1.101828e+01 2.681977e+01 7.404109e-01 9.180767e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.080896e+01 3.155818e-01 5.972848e-01 7.278101e+00 7.402159e+00 9.631106e+00 3.528381e+02 7.726690e+01 6.924097e+01 -2.801423e+00 1.770102e+00 1.045181e-01 8.732002e+00 2.625194e+01 8.740075e-01 7.899322e-01
5.071832e+01 5.268893e-01 5.908541e-01 3.225826e+01 1.115686e+01 1.021780e+01 5.697260e+02 9.640996e+01 8.431201e+01 -2.922719e+00 1.625531e+00 1.496076e-01 1.681662e+01 2.459450e+01 8.283868e-01 1.032804e+00
5.108407e+01 5.016728e-01 6.035253e-01 3.348787e+01 1.142988e+01 1.019523e+01 5.536481e+02 9.675321e+01 8.233326e+01 -2.842967e+00 1.659473e+00 1.237942e-01 1.661020e+01 2.495984e+01 7.515518e-01 1.033755e+00
5.108407e+01 5.016728e-01 6.035253e-01 3.348787e+01 1.142988e+01 1.019523e+01 5.536481e+02 9.675321e+01 8.233326e+01 -2.842967e+00 1.659473e+00 1.237942e-01 1.661020e+01 2.495984e+01 7.515518e-01 1.033755e+00
5.108407e+01 5.016728e-01 6.035253e-01 3.348787e+01 1.142988e+01 1.019523e+01 5.536481e+02 9.675321e+01 8.233326e+01 -2.842967e+00 1.659473e+00 1.237942e-01 1.661020e+01 2.495984e+01 7.515518e-01 1.033755e+00
5.108407e+01 5.016728e-01 6.035253e-01 3.348787e+01 1.142988e+01 1.019523e+01 5.536481e+02 9.675321e+01 8.233326e+01 -2.842967e+00 1.659473e+00 1.237942e-01 1.661020e+01 2.495984e+01 7.515518e-01 1.033755e+00
5.410125e+01 5.409240e-01 5.774142e-01 3.531981e+01 1.177687e+01 9.552263e+00 5.459935e+02 9.670920e+01 8.218063e+01 -2.926387e+00 1.619668e+00 1.301976e-01 1.662758e+01 2.545995e+01 7.420039e-01 1.052957e+00
5.410125e+01 5.409240e-01 5.774142e-01 3.531981e+01 1.177687e+01 9.552263e+00 5.459935e+02 9.670920e+01 8.218063e+01 -2.926387e+00 1.619668e+00 1.301976e-01 1.662758e+01 2.545995e+01 7.420039e-01 1.052957e+00
5.410125e+01 5.409240e-01 5.774142e-01 3.531981e+01 1.177687e+01 9.552263e+00 5.459935e+02 9.670920e+01 8.218063e+01 -2.926387e+00 1.619668e+00 1.301976e-01 1.662758e+01 2.545995e+01 7.420039e-01 1.052957e+00
5.149452e+01 5.252588e-01 5.728065e-01 3.524127e+01 1.172550e+01 9.974672e+00 5.532126e+02 9.852081e+01 7.923340e+01 -2.937241e+00 1.597770e+00 1.311021e-01 1.679209e+01 2.539908e+01 7.281346e-01 1.071455e+00
5.149452e+01 5.252588e-01 5.728065e-01 3.524127e+01 1.172550e+01 9.974672e+00 5.532126e+02 9.852081e+01 7.923340e+01 -2.937241e+00 1.597770e+00 1.311021e-01 1.679209e+01 2.539908e+01 7.281346e-01 1.071455e+00
5.149452e+01 5.252588e-01 5.728065e-01 3.524127e+01 1.172550e+01 9.974672e+00 5.532126e+02 9.852081e+01 7.923340e+01 -2.937241e+00 1.597770e+00 1.311021e-01 1.679209e+01 2.539908e+01 7.281346e-01 1.071455e+00
5.335733e+01 5.204948e-01 5.717216e-01 3.637083e+01 1.194626e+01 9.824355e+00 5.456381e+02 9.896632e+01 7.894359e+01 -2.911307e+00 1.609718e+00 1.231182e-01 1.674803e+01 2.547869e+01 6.965097e-01 1.074151e+00
5.281571e+01 5.072884e-01 5.720495e-01 3.673479e+01 1.200273e+01 9.939798e+00 5.428802e+02 1.001757e+02 7.724326e+01 -2.887589e+00 1.610961e+00 1.175259e-01 1.669279e+01 2.556461e+01 6.711861e-01 1.081742e+00
5.281571e+01 5.072884e-01 5.720495e-01 3.673479e+01 1.200273e+01 9.939798e+00 5.428802e+02 1.001757e+02 7.724326e+01 -2.887589e+00 1.610961e+00 1.175259e-01 1.669279e+01 2.556461e+01 6.711861e-01 1.081742e+00
5.296461e+01 5.039915e-01 5.730976e-01 3.676745e+01 1.202642e+01 9.936547e+00 5.403791e+02 1.003046e+02 7.716298e+01 -2.872382e+00 1.615796e+00 1.154687e-01 1.663326e+01 2.556903e+01 6.665170e-01 1.080715e+00
5.296461e+01 5.039915e-01 5.730976e-01 3.676745e+01 1.202642e+01 9.936547e+00 5.403791e+02 1.003046e+02 7.716298e+01 -2.872382e+00 1.615796e+00 1.154687e-01 1.663326e+01 2.556903e+01 6.665170e-01 1.080715e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.158177e+01 4.628959e-01 5.791032e-01 3.288169e+01 1.109381e+01 1.011936e+01 5.300865e+02 9.925819e+01 7.440277e+01 -2.868589e+00 1.644398e+00 1.180036e-01 1.580042e+01 2.573432e+01 6.929225e-01 1.048519e+00
5.112339e+01 4.447691e-01 5.883520e-01 3.245300e+01 1.104741e+01 1.021835e+01 5.242465e+02 9.933101e+01 7.364957e+01 -2.816209e+00 1.665434e+00 1.090731e-01 1.561895e+01 2.575066e+01 6.793435e-01 1.041749e+00
5.502018e+01 4.989714e-01 5.608596e-01 3.524391e+01 1.172034e+01 9.542299e+00 5.201050e+02 9.742903e+01 7.515739e+01 -2.889274e+00 1.599655e+00 1.122456e-01 1.565627e+01 2.620061e+01 6.631397e-01 1.066680e+00
5.502018e+01 4.989714e-01 5.608596e-01 3.524391e+01 1.172034e+01 9.542299e+00 5.201050e+02 9.742903e+01 7.515739e+01 -2.889274e+00 1.599655e+00 1.122456e-01 1.565627e+01 2.620061e+01 6.631397e-01 1.066680e+00
5.502018e+01 4.989714e-01 5.608596e-01 3.524391e+01 1.172034e+01 9.542299e+00 5.201050e+02 9.742903e+01 7.515739e+01 -2.889274e+00 1.599655e+00 1.122456e-01 1.565627e+01 2.620061e+01 6.631397e-01 1.066680e+00
5.514326e+01 4.983770e-01 5.616461e-01 3.524361e+01 1.172694e+01 9.518374e+00 5.190325e+02 9.734987e+01 7.494571e+01 -2.882490e+00 1.599628e+00 1.109125e-01 1.558853e+01 2.621684e+01 6.609622e-01 1.065094e+00
5.514326e+01 4.983770e-01 5.616461e-01 3.524361e+01 1.172694e+01 9.518374e+00 5.190325e+02 9.734987e+01 7.494571e+01 -2.882490e+00 1.599628e+00 1.109125e-01 1.558853e+01 2.621684e+01 6.609622e-01 1.065094e+00
5.514326e+01 4.983770e-01 5.616461e-01 3.524361e+01 1.172694e+01 9.518374e+00 5.190325e+02 9.734987e+01 7.494571e+01 -2.882490e+00 1.599628e+00 1.109125e-01 1.558853e+01 2.621684e+01 6.609622e-01 1.065094e+00
5.514326e+01 4.983770e-01 5.616461e-01 3.524361e+01 1.172694e+01 9.518374e+00 5.190325e+02 9.734987e+01 7.494571e+01 -2.882490e+00 1.599628e+00 1.109125e-01 1.558853e+01 2.621684e+01 6.609622e-01 1.065094e+00
5.514326e+01 4.983770e-01 5.616461e-01 3.524361e+01 1.172694e+01 9.518374e+00 5.190325e+02 9.734987e+01 7.494571e+01 -2.882490e+00 1.599628e+00 1.109125e-01 1.558853e+01 2.621684e+01 6.609622e-01 1.065094e+00
5.514326e+01 4.983770e-01 5.616461e-01 3.524361e+01 1.172694e+01 9.518374e+00 5.190325e+02 9.734987e+01 7.494571e+01 -2.882490e+00 1.599628e+00 1.109125e-01 1.558853e+01 2.621684e+01 6.609622e-01 1.065094e+00
5.514326e+01 4.983770e-01 5.616461e-01 3.524361e+01 1.172694e+01 9.518374e+00 5.190325e+02 9.734987e+01 7.494571e+01 -2.882490e+00 1.599628e+00 1.109125e-01 1.558853e+01 2.621684e+01 6.609622e-01 1.065094e+00
6.871140e+01 7.144665e-01 6.198501e-01 3.575099e+01 1.416255e+01 5.737876e+00 4.291411e+02 8.084308e+01 1.056812e+02 -2.826303e+00 1.763673e+00 8.175632e-02 1.616075e+01 2.675771e+01 8.122259e-01 9.686420e-01
6.733616e+01 6.920914e-01 5.975622e-01 3.690488e+01 1.406765e+01 6.254265e+00 4.430778e+02 8.375213e+01 1.003640e+02 -2.865084e+00 1.709392e+00 8.682732e-02 1.620185e+01 2.679907e+01 7.704924e-01 1.003261e+00
6.733616e+01 6.920914e-01 5.975622e-01 3.690488e+01 1.406765e+01 6.254265e+00 4.430778e+02 8.375213e+01 1.003640e+02 -2.865084e+00 1.709392e+00 8.682732e-02 1.620185e+01 2.679907e+01 7.704924e-01 1.003261e+00
6.733616e+01 6.920914e-01 5.975622e-01 3.690488e+01 1.406765e+01 6.254265e+00 4.430778e+02 8.375213e+01 1.003640e+02 -2.865084e+00 1.709392e+00 8.682732e-02 1.620185e+01 2.679907e+01 7.704924e-01 1.003261e+00
6.733616e+01 6.920914e-01 5.975622e-01 3.690488e+01 1.406765e+01 6.254265e+00 4.430778e+02 8.375213e+01 1.003640e+02 -2.865084e+00 1.709392e+00 8.682732e-02 1.620185e+01 2.679907e+01 7.704924e-01 1.003261e+00
6.733616e+01 6.920914e-01 5.975622e-01 3.690488e+01 1.406765e+01 6.254265e+00 4.430778e+02 8.375213e+01 1.003640e+02 -2.865084e+00 1.709392e+00 8.682732e-02 1.620185e+01 2.679907e+01 7.704924e-01 1.003261e+00
6.733616e+01 6.920914e-01 5.975622e-01 3.690488e+01 1.406765e+01 6.254265e+00 4.430778e+02 8.375213e+01 1.003640e+02 -2.865084e+00 1.709392e+00 8.682732e-02 1.620185e+01 2.679907e+01 7.704924e-01 1.003261e+00
6.733616e+01 6.920914e-01 5.975622e-01 3.690488e+01 1.406765e+01 6.254265e+00 4.430778e+02 8.375213e+01 1.003640e+02 -2.865084e+00 1.709392e+00 8.682732e-02 1.620185e+01 2.679907e+01 7.704924e-01 1.003261e+00
6.733616e+01 6.920914e-01 5.975622e-01 3.690488e+01 1.406765e+01 6.254265e+00 4.430778e+02 8.375213e+01 1.003640e+02 -2.865084e+00 1.709392e+00 8.682732e-02 1.620185e+01 2.679907e+01 7.704924e-01 1.003261e+00
6.629426e+01 6.741627e-01 5.877710e-01 3.706071e+01 1.382646e+01 6.565431e+00 4.529384e+02 8.469459e+01 9.605894e+01 -2.891599e+00 1.676020e+00 8.781516e-02 1.600153e+01 2.680820e+01 7.452984e-01 1.014220e+00
6.629426e+01 6.741627e-01 5.877710e-01 3.706071e+01 1.382646e+01 6.565431e+00 4.529384e+02 8.469459e+01 9.605894e+01 -2.891599e+00 1.676020e+00 8.781516e-02 1.600153e+01 2.680820e+01 7.452984e-01 1.014220e+00
6.629426e+01 6.741627e-01 5.877710e-01 3.706071e+01 1.382646e+01 6.565431e+00 4.529384e+02 8.469459e+01 9.605894e+01 -2.891599e+00 1.676020e+00 8.781516e-02 1.600153e+01 2.680820e+01 7.452984e-01 1.014220e+00
6.488202e+01 6.552274e-01 5.637934e-01 3.677739e+01 1.383349e+01 6.923724e+00 4.471287e+02 8.619314e+01 9.279583e+01 -2.901185e+00 1.642874e+00 9.018419e-02 1.591511e+01 2.685552e+01 7.307542e-01 1.042612e+00
6.488202e+01 6.552274e-01 5.637934e-01 3.677739e+01 1.383349e+01 6.923724e+00 4.471287e+02 8.619314e+01 9.279583e+01 -2.901185e+00 1.642874e+00 9.018419e-02 1.591511e+01 2.685552e+01 7.307542e-01 1.042612e+00
6.242041e+01 6.570631e-01 5.375321e-01 3.808601e+01 1.437951e+01 7.365577e+00 4.530106e+02 8.801531e+01 8.952765e+01 -2.971856e+00 1.576443e+00 9.063781e-02 1.648937e+01 2.664058e+01 6.962241e-01 1.092690e+00
6.242041e+01 6.570631e-01 5.375321e-01 3.808601e+01 1.437951e+01 7.365577e+00 4.530106e+02 8.801531e+01 8.952765e+01 -2.971856e+00 1.576443e+00 9.063781e-02 1.648937e+01 2.664058e+01 6.962241e-01 1.092690e+00
6.128507e+01 6.014229e-01 4.994006e-01 3.948970e+01 1.338962e+01 7.784458e+00 4.710201e+02 9.533515e+01 7.746528e+01 -3.081792e+00 1.544791e+00 1.020282e-01 1.649314e+01 2.765862e+01 6.197861e-01 1.139874e+00
